order_id,order_date,product_id,quantity,city,delivery_status,customer_id,delivery_time_mins,total_amount
105310,2024-01-07 22:19:00,102,3,Mumbai,Delivered,54690,28.0,69.75
172512,2024-01-28 18:45:00,128,1,Mumbai,Delivered,68002,40.0,193.52
162467,2024-12-27 04:17:00,103,2,Kolkata,Delivered,61921,43.0,111.5
105209,2024-12-05 07:43:00,127,1,Kolkata,Delivered,54108,9.0,82.46
177477,2024-11-09 20:44:00,129,1,Delhi,Delivered,50126,40.0,531.37
176636,2024-08-26 08:21:00,134,1,Bangalore,Delivered,64308,19.0,390.59
166493,2024-11-07 01:56:00,123,1,Bangalore,Delivered,68924,43.0,169.09
104785,2024-05-18 23:49:00,136,1,Bangalore,Delivered,55679,25.0,243.21
202634,2024-12-17 08:45:00,136,2,Mumbai,Delivered,62057,13.0,486.42
188446,2024-05-27 21:53:00,110,1,Hyderabad,Delivered,60814,25.0,60.43
111884,2024-08-12 02:41:00,125,2,Pune,Delivered,56067,21.0,770.04
196204,2024-10-07 05:24:00,104,1,Mumbai,Delivered,62799,12.0,49.02
106754,2024-06-13 00:42:00,115,2,Kolkata,Delivered,63263,13.0,554.92
171634,2024-06-02 18:08:00,102,5,Hyderabad,Delivered,58459,12.0,116.25
113026,2024-03-22 02:04:00,135,1,Delhi,Cancelled,54531,9.0,182.49
189250,2024-08-29 07:25:00,102,1,Bangalore,Cancelled,51219,42.0,23.25
159193,2024-09-22 04:38:00,108,1,Hyderabad,Delivered,51883,19.0,31.3
153929,2024-09-20 01:06:00,124,1,Pune,Returned,65388,33.0,104.42
204326,2024-11-21 19:43:00,128,1,Bangalore,Delivered,69312,11.0,193.52
185788,2024-11-29 07:19:00,115,1,Bangalore,Delivered,63943,20.0,277.46
165009,2024-04-22 08:25:00,126,1,Hyderabad,Delivered,50192,30.0,167.81
129064,2024-09-24 10:25:00,113,2,Mumbai,Delivered,62534,8.0,118.58
189199,2024-04-25 08:39:00,102,1,Bangalore,,62082,24.0,23.25
117114,2024-09-27 16:36:00,136,1,Hyderabad,Delivered,58742,19.0,243.21
127141,2024-10-29 19:00:00,113,3,Delhi,Delivered,69814,24.0,177.87
104376,2024-12-20 16:26:00,102,1,Bangalore,Delivered,62028,,23.25
139865,2024-04-16 05:24:00,136,1,Delhi,Delivered,68732,25.0,243.21
127976,2024-07-27 12:15:00,102,1,Bangalore,Delivered,55434,35.0,23.25
101622,2024-07-12 18:14:00,102,1,Pune,Delivered,65036,35.0,23.25
153128,2024-10-28 09:33:00,113,1,Mumbai,Delivered,54847,34.0,59.29
158803,2024-02-18 20:48:00,102,1,Mumbai,Delivered,66456,36.0,23.25
132255,2024-04-07 16:58:00,108,2,Bangalore,Delivered,67609,42.0,62.6
143235,2024-01-11 01:42:00,103,1,Mumbai,Delivered,60722,40.0,55.75
161963,2024-03-27 23:16:00,106,1,Hyderabad,Delivered,50609,9.0,107.97
144258,2024-09-04 04:50:00,135,1,Delhi,Delivered,66442,15.0,182.49
128943,2024-09-12 06:40:00,112,1,Bangalore,Delivered,55047,15.0,226.87
200600,2024-01-02 20:50:00,110,1,Delhi,Delivered,67138,40.0,60.43
119868,2024-08-29 15:07:00,102,3,Pune,Delivered,54406,16.0,69.75
128877,2024-11-21 21:06:00,105,1,Pune,Delivered,63673,42.0,115.74
198339,2024-07-13 05:38:00,113,1,Mumbai,Delivered,62326,21.0,59.29
138989,2024-12-17 10:58:00,112,4,Hyderabad,Delivered,57884,11.0,907.48
201580,2024-12-19 22:33:00,134,3,Mumbai,Delivered,57289,17.0,1171.77
146145,2024-05-19 16:46:00,112,3,Delhi,Delivered,63895,35.0,680.61
173446,2024-05-05 18:42:00,134,1,Mumbai,Delivered,64456,41.0,390.59
180035,2024-08-28 03:06:00,134,2,Ahmedabad,Delivered,61714,9.0,781.18
117940,2024-11-02 14:53:00,134,3,Hyderabad,Delivered,64065,19.0,1171.77
165755,2024-04-11 22:25:00,136,1,Mumbai,Delivered,67081,21.0,243.21
104283,2024-08-21 10:48:00,112,1,Bangalore,Delivered,64106,21.0,226.87
179329,2024-05-04 22:48:00,121,1,Bangalore,Delivered,66472,28.0,332.04
173066,2024-09-17 22:36:00,102,2,Hyderabad,Delivered,53863,24.0,46.5
162954,2024-01-23 08:49:00,121,1,Pune,Delivered,62396,19.0,332.04
170088,2024-04-12 16:18:00,126,1,Pune,Delivered,51946,33.0,167.81
117009,2024-05-03 18:50:00,134,1,Bangalore,Returned,68322,44.0,390.59
116127,2024-05-09 12:51:00,110,1,Mumbai,Delivered,58445,44.0,60.43
131668,2024-09-07 09:58:00,135,1,Hyderabad,Delivered,67081,34.0,182.49
137461,2024-11-04 04:17:00,108,1,Delhi,Delivered,64652,11.0,31.3
203541,2024-05-09 01:33:00,113,1,Mumbai,Delivered,62611,33.0,59.29
179553,2024-11-30 03:43:00,136,1,Pune,Delivered,64976,27.0,243.21
150811,2024-06-01 06:11:00,102,1,Delhi,,60903,36.0,23.25
151493,2024-12-13 03:13:00,120,1,Mumbai,Delivered,68597,42.0,52.27
104100,2024-11-07 00:27:00,109,2,Bangalore,Delivered,65060,9.0,395.34
109491,2024-10-04 11:30:00,112,1,Hyderabad,Delivered,50441,30.0,226.87
174293,2024-10-04 07:03:00,135,1,Bangalore,Delivered,52924,29.0,182.49
101670,2024-02-16 13:51:00,103,2,Bangalore,Delivered,57299,,111.5
192990,2024-07-19 18:18:00,136,1,Hyderabad,Delivered,54059,31.0,243.21
189849,2024-07-29 23:12:00,136,1,Bangalore,Returned,64166,22.0,243.21
145837,2024-07-08 00:27:00,131,4,Bangalore,Delivered,65007,43.0,2052.84
162189,2024-12-18 21:17:00,115,1,Delhi,Delivered,61060,35.0,277.46
146220,2024-03-15 06:36:00,129,1,Hyderabad,Delivered,64373,10.0,531.37
106232,2024-03-17 09:00:00,110,3,Bangalore,Delivered,54993,29.0,181.29
103841,2024-01-16 21:07:00,105,1,Bangalore,Cancelled,52112,39.0,115.74
188498,2024-08-19 03:35:00,129,2,Pune,Delivered,61271,,1062.74
108818,2024-11-05 18:03:00,112,1,Mumbai,Delivered,51622,37.0,226.87
106683,2024-03-05 19:51:00,108,1,Bangalore,Delivered,50621,17.0,31.3
132414,2024-09-01 08:36:00,131,1,Bangalore,Delivered,69928,40.0,513.21
144666,2024-08-30 10:47:00,135,1,Mumbai,Delivered,68021,34.0,182.49
125004,2024-05-03 19:43:00,108,1,Delhi,Delivered,53074,34.0,31.3
192837,2024-06-16 15:03:00,128,3,Delhi,Delivered,61722,34.0,580.5600000000001
196103,2024-12-17 12:38:00,112,1,Hyderabad,Cancelled,58044,8.0,226.87
164859,2024-08-12 05:51:00,126,1,Bangalore,Delivered,58008,31.0,167.81
150102,2024-10-07 23:36:00,108,1,Bangalore,Delivered,67574,17.0,31.3
114217,2024-09-25 02:51:00,118,1,Mumbai,Delivered,55502,26.0,256.24
127620,2024-02-07 07:51:00,136,1,Mumbai,Delivered,64335,16.0,243.21
119215,2024-07-16 19:23:00,136,1,Mumbai,Delivered,51464,24.0,243.21
129526,2024-11-06 19:08:00,102,1,Mumbai,Delivered,67909,25.0,23.25
178769,2024-04-02 05:24:00,112,1,Mumbai,Delivered,65351,24.0,226.87
161827,2024-09-11 09:34:00,126,1,Mumbai,Delivered,62807,24.0,167.81
108440,2024-05-25 23:31:00,126,1,Delhi,Cancelled,55105,26.0,167.81
167604,2024-10-04 08:32:00,136,2,Bangalore,Cancelled,52931,35.0,486.42
132804,2024-08-15 12:19:00,113,2,Ahmedabad,Delivered,54824,16.0,118.58
106960,2024-10-30 15:07:00,112,1,Pune,Delivered,59150,31.0,226.87
137153,2024-01-05 05:19:00,129,1,Delhi,Delivered,68043,9.0,531.37
116095,2024-01-21 06:26:00,102,1,Kolkata,Cancelled,54462,41.0,23.25
167984,2024-04-17 22:46:00,134,2,Delhi,Delivered,51813,9.0,781.18
105283,2024-05-28 00:19:00,102,1,Delhi,Delivered,58836,28.0,23.25
120578,2024-06-21 10:12:00,112,1,Mumbai,Delivered,54623,25.0,226.87
169347,2024-01-07 10:22:00,135,2,Mumbai,Delivered,50962,14.0,364.98
169290,2024-08-30 01:01:00,126,1,Bangalore,Cancelled,59264,36.0,167.81
161233,2024-10-20 11:03:00,126,2,Mumbai,Delivered,51241,9.0,335.62
109009,2024-01-17 10:28:00,134,1,Bangalore,Delivered,67907,40.0,390.59
200783,2024-05-14 00:03:00,114,1,Mumbai,Delivered,54983,39.0,119.59
106909,2024-03-23 11:35:00,118,2,Delhi,Delivered,67573,26.0,512.48
167337,2024-10-15 05:09:00,134,2,Delhi,Delivered,64370,35.0,781.18
103748,2024-06-07 18:39:00,109,2,,Delivered,64236,19.0,395.34
203081,2024-10-30 10:00:00,135,1,Mumbai,Delivered,54225,25.0,182.49
101944,2024-07-10 15:18:00,102,1,Delhi,Delivered,52997,42.0,23.25
148881,2024-07-13 01:45:00,112,1,Mumbai,Delivered,66202,35.0,226.87
161208,2024-02-04 00:09:00,109,4,Bangalore,Delivered,67823,27.0,790.68
202860,2024-06-12 18:16:00,121,2,Mumbai,Delivered,60025,8.0,664.08
190697,2024-04-06 03:29:00,102,1,Mumbai,Delivered,60632,34.0,23.25
197853,2024-11-14 19:07:00,112,1,Mumbai,Delivered,52846,31.0,226.87
165662,2024-05-23 04:03:00,127,1,Delhi,Delivered,54953,19.0,82.46
105176,2024-04-03 13:26:00,113,5,Bangalore,Delivered,62995,10.0,296.45
104984,2024-08-24 14:09:00,102,1,Chennai,Delivered,66570,36.0,23.25
172999,2024-07-31 20:27:00,112,1,Bangalore,Delivered,64374,13.0,226.87
177306,2024-12-30 11:22:00,108,3,Pune,Delivered,66761,16.0,93.9
146737,2024-03-12 21:50:00,110,1,Kolkata,Delivered,55952,9.0,60.43
136473,2024-05-17 15:21:00,118,1,Mumbai,Delivered,55350,35.0,256.24
176563,2024-11-16 04:00:00,126,1,Pune,Delivered,68978,11.0,167.81
122120,2024-08-24 05:15:00,135,2,Delhi,Delivered,51917,36.0,364.98
197515,2024-10-22 11:32:00,112,1,Bangalore,Cancelled,54323,33.0,226.87
114847,2024-11-03 20:52:00,112,1,Mumbai,Delivered,55028,43.0,226.87
134262,2024-11-20 21:59:00,135,1,Mumbai,Delivered,55979,23.0,182.49
133454,2024-01-03 15:37:00,117,5,Delhi,Delivered,69887,24.0,635.75
128077,2024-01-20 07:00:00,102,3,Mumbai,Delivered,51174,19.0,69.75
192233,2024-04-17 04:14:00,102,3,Delhi,Delivered,62151,9.0,69.75
171385,2024-07-03 19:34:00,134,2,Mumbai,Delivered,54358,36.0,781.18
160924,2024-08-06 17:15:00,127,1,Mumbai,Delivered,68485,34.0,82.46
146887,2024-03-23 03:47:00,125,1,Bangalore,Returned,66050,31.0,385.02
121950,2024-02-11 00:35:00,116,1,Hyderabad,Delivered,66827,21.0,240.73
160368,2024-11-19 17:30:00,102,4,Ahmedabad,Delivered,66647,40.0,93.0
112642,2024-03-06 10:29:00,134,1,Delhi,Delivered,50750,26.0,390.59
196885,2024-04-03 01:13:00,103,1,Mumbai,Delivered,63606,26.0,55.75
130599,2024-07-07 16:27:00,106,1,Delhi,Delivered,60947,30.0,107.97
103689,2024-10-05 21:11:00,109,1,Mumbai,Delivered,67981,13.0,197.67
179390,2024-02-18 00:15:00,121,1,Bangalore,Delivered,69234,14.0,332.04
203178,2024-11-16 20:47:00,128,1,Kolkata,Delivered,61102,25.0,193.52
102486,2024-04-24 09:59:00,102,1,Delhi,Delivered,62676,17.0,23.25
170757,2024-09-08 14:59:00,126,1,Mumbai,Delivered,68805,38.0,167.81
172790,2024-08-04 03:01:00,124,1,Delhi,Delivered,59777,31.0,104.42
174703,2024-04-18 02:03:00,135,1,Delhi,Delivered,52013,44.0,182.49
194725,2024-11-17 05:32:00,102,1,Bangalore,Delivered,53648,33.0,23.25
163916,2024-07-09 10:45:00,121,1,Hyderabad,Delivered,57653,33.0,332.04
114878,2024-12-07 08:59:00,112,1,Ahmedabad,Delivered,51490,31.0,226.87
196379,2024-06-27 01:42:00,135,1,Kolkata,Delivered,61563,28.0,182.49
147418,2024-07-17 02:39:00,102,5,Chennai,Delivered,59347,20.0,116.25
142010,2024-01-22 23:51:00,120,1,Mumbai,Delivered,65669,23.0,52.27
126071,2024-03-25 17:09:00,134,2,Delhi,Delivered,64892,35.0,781.18
124305,2024-01-30 23:18:00,128,2,Bangalore,Delivered,65482,26.0,387.04
143301,2024-10-08 23:51:00,113,2,Bangalore,Delivered,51266,23.0,118.58
102020,2024-02-24 13:45:00,110,3,Chennai,Delivered,53820,10.0,181.29
138851,2024-04-04 18:45:00,104,1,Delhi,Delivered,59898,9.0,49.02
167011,2024-09-03 12:09:00,125,5,Bangalore,Delivered,51006,28.0,1925.1
138518,2024-06-14 00:29:00,119,1,Bangalore,Delivered,54939,30.0,333.3
199342,2024-04-10 18:55:00,101,1,Pune,Delivered,65156,36.0,103.13
135018,2024-03-09 20:45:00,124,2,Bangalore,Delivered,52283,34.0,208.84
195681,2024-07-22 14:33:00,126,3,Delhi,Delivered,59576,34.0,503.43
149199,2024-04-03 06:42:00,102,1,Delhi,Delivered,69044,41.0,23.25
150658,2024-05-12 14:10:00,102,1,Bangalore,Delivered,64419,21.0,23.25
125467,2024-12-17 10:29:00,112,2,Mumbai,Delivered,65770,18.0,453.74
147953,2024-12-25 01:18:00,118,1,Hyderabad,Delivered,58761,30.0,256.24
141457,2024-01-07 05:12:00,108,1,,Delivered,53387,16.0,31.3
101040,2024-11-21 00:51:00,106,1,Hyderabad,Delivered,69615,,107.97
203290,2024-05-23 22:44:00,135,1,Delhi,Delivered,58987,40.0,182.49
178219,2024-11-02 19:35:00,113,3,Mumbai,Delivered,60870,14.0,177.87
123904,2024-11-23 10:02:00,118,1,Bangalore,Delivered,62042,40.0,256.24
129850,2024-08-25 20:59:00,110,1,Bangalore,Delivered,69834,12.0,60.43
167227,2024-09-06 11:17:00,117,1,Bangalore,Delivered,66361,26.0,127.15
138751,2024-05-18 00:08:00,102,1,Bangalore,Delivered,64620,13.0,23.25
196262,2024-07-13 00:15:00,103,1,Bangalore,Delivered,52283,16.0,55.75
184873,2024-10-07 10:10:00,136,1,Bangalore,Delivered,57103,36.0,243.21
120407,2024-06-25 02:57:00,135,1,Mumbai,Delivered,57372,,182.49
163212,2024-08-14 15:40:00,126,3,Hyderabad,Delivered,66719,38.0,503.43
130521,2024-12-04 14:15:00,102,2,Delhi,Cancelled,51024,10.0,46.5
179768,2024-01-27 17:32:00,135,4,Mumbai,Delivered,50675,37.0,729.96
173035,2024-12-25 02:54:00,131,1,Delhi,Delivered,60099,17.0,513.21
188485,2024-02-13 03:03:00,134,1,Mumbai,Delivered,58392,26.0,390.59
140317,2024-07-30 16:48:00,134,1,Delhi,Delivered,69242,18.0,390.59
187803,2024-11-17 01:25:00,119,1,Mumbai,Delivered,68317,42.0,333.3
102432,2024-09-19 11:08:00,134,1,Bangalore,Delivered,60690,34.0,390.59
201131,2024-06-30 03:23:00,108,1,Mumbai,Delivered,68968,11.0,31.3
142396,2024-08-21 11:39:00,136,4,Hyderabad,Delivered,51258,19.0,972.84
153266,2024-06-24 03:03:00,121,1,Mumbai,Delivered,62448,21.0,332.04
202441,2024-12-18 23:31:00,104,1,Mumbai,Delivered,57727,31.0,49.02
121980,2024-03-07 12:26:00,112,1,Mumbai,Delivered,51735,44.0,226.87
137036,2024-12-02 04:53:00,113,1,Hyderabad,Delivered,54841,8.0,59.29
129265,2024-06-15 10:13:00,119,1,Kolkata,Delivered,66230,31.0,333.3
195849,2024-10-10 19:45:00,112,2,Mumbai,Delivered,69230,24.0,453.74
147055,2024-01-05 02:04:00,106,1,Mumbai,Delivered,50214,44.0,107.97
189862,2024-02-02 10:54:00,134,1,Mumbai,Delivered,69463,40.0,390.59
174356,2024-06-19 00:04:00,113,3,Delhi,Delivered,62486,,177.87
156430,2024-03-20 09:48:00,135,1,Delhi,Delivered,62600,34.0,182.49
193227,2024-01-16 19:34:00,135,3,Mumbai,Delivered,67936,19.0,547.47
152978,2024-06-27 23:10:00,127,1,Bangalore,Delivered,56602,25.0,82.46
119234,2024-03-19 16:49:00,118,5,Mumbai,Delivered,57606,11.0,1281.2
202595,2024-06-20 08:35:00,131,1,Bangalore,Delivered,52354,10.0,513.21
127973,2024-02-25 15:47:00,103,3,Mumbai,Delivered,67852,44.0,167.25
116463,2024-03-11 14:35:00,124,1,Hyderabad,Cancelled,57473,11.0,104.42
129946,2024-11-28 15:49:00,112,1,Mumbai,Returned,51097,36.0,226.87
160840,2024-07-04 02:33:00,126,2,Pune,Delivered,68528,34.0,335.62
190382,2024-08-26 21:00:00,112,1,Delhi,Delivered,67198,20.0,226.87
185916,2024-04-30 17:15:00,108,1,Mumbai,Delivered,57700,24.0,31.3
191050,2024-03-17 05:43:00,125,2,Mumbai,Delivered,53463,9.0,770.04
122526,2024-06-16 06:11:00,135,2,Bangalore,Delivered,59887,34.0,364.98
144939,2024-03-12 10:07:00,101,1,Bangalore,Delivered,67887,27.0,103.13
174194,2024-07-10 22:19:00,136,1,Delhi,Delivered,61133,22.0,243.21
174763,2024-10-07 18:40:00,102,1,Bangalore,Delivered,61054,25.0,23.25
106633,2024-09-06 09:21:00,103,2,Mumbai,Delivered,59117,32.0,111.5
115321,2024-06-18 23:58:00,136,1,Mumbai,Cancelled,63304,23.0,243.21
176014,2024-05-28 11:14:00,102,1,Mumbai,Delivered,58292,31.0,23.25
164692,2024-01-30 22:10:00,136,2,Bangalore,Delivered,64043,21.0,486.42
180303,2024-09-30 21:33:00,105,3,Bangalore,Delivered,66949,34.0,347.21999999999997
117761,2024-09-17 02:05:00,101,3,Delhi,Delivered,69968,9.0,309.39
137357,2024-09-17 18:01:00,102,1,Hyderabad,Delivered,65251,,23.25
135545,2024-05-11 14:15:00,108,1,Mumbai,Delivered,57542,27.0,31.3
146409,2024-06-17 00:32:00,113,1,Mumbai,Delivered,63070,,59.29
106905,2024-09-02 21:13:00,135,1,Mumbai,Delivered,60714,9.0,182.49
153029,2024-01-16 00:10:00,119,1,Delhi,Delivered,53344,23.0,333.3
114822,2024-12-21 11:29:00,134,1,Kolkata,Delivered,67595,38.0,390.59
200284,2024-10-05 12:15:00,118,1,Mumbai,Delivered,69407,38.0,256.24
142576,2024-01-22 23:13:00,124,1,Mumbai,Delivered,66687,9.0,104.42
169879,2024-10-20 11:05:00,108,1,Delhi,Delivered,54850,17.0,31.3
187407,2024-03-23 17:15:00,135,1,Mumbai,Delivered,59055,41.0,182.49
138324,2024-02-24 12:28:00,128,1,Bangalore,Delivered,54513,39.0,193.52
127735,2024-09-26 16:03:00,104,1,Mumbai,Delivered,56983,15.0,49.02
123314,2024-07-18 10:37:00,134,3,Hyderabad,Delivered,55079,44.0,1171.77
148828,2024-11-20 04:58:00,102,2,Bangalore,Delivered,67046,38.0,46.5
142531,2024-09-07 13:26:00,104,2,Bangalore,Cancelled,51574,8.0,98.04
169669,2024-10-23 05:49:00,112,2,Mumbai,Delivered,61700,20.0,453.74
125406,2024-09-14 02:33:00,137,1,Mumbai,Delivered,65563,32.0,340.29
188236,2024-09-01 22:14:00,135,1,Chennai,Delivered,61738,36.0,182.49
155974,2024-12-12 02:15:00,108,1,Bangalore,Delivered,66383,31.0,31.3
182748,2024-12-28 08:29:00,117,4,Mumbai,Delivered,57869,42.0,508.6
165727,2024-06-06 10:35:00,108,1,Mumbai,Delivered,57342,36.0,31.3
189472,2024-12-14 06:23:00,137,1,Bangalore,Delivered,52626,10.0,340.29
151507,2024-05-21 08:25:00,113,5,Bangalore,Delivered,62541,20.0,296.45
105261,2024-04-12 19:33:00,104,3,Mumbai,Delivered,69101,10.0,147.06
136633,2024-10-06 03:04:00,121,1,Bangalore,Delivered,51185,13.0,332.04
133769,2024-07-13 04:39:00,103,1,Mumbai,Delivered,59230,20.0,55.75
181235,2024-12-27 15:20:00,112,1,Mumbai,Delivered,68864,22.0,226.87
113515,2024-09-04 03:41:00,102,1,Bangalore,Delivered,68520,13.0,23.25
164796,2024-08-02 22:50:00,135,1,Delhi,Delivered,60517,42.0,182.49
138613,2024-09-10 04:33:00,113,1,Delhi,Delivered,54667,10.0,59.29
190564,2024-01-12 06:45:00,121,2,Mumbai,Delivered,66398,23.0,664.08
118616,2024-10-26 14:11:00,121,1,Mumbai,Delivered,56258,29.0,332.04
183695,2024-07-28 20:38:00,112,1,Bangalore,Delivered,52275,24.0,226.87
116576,2024-09-21 19:01:00,112,1,Bangalore,Delivered,55917,38.0,226.87
124967,2024-01-21 16:43:00,136,1,Bangalore,Delivered,56305,33.0,243.21
150106,2024-05-04 05:37:00,137,2,Ahmedabad,Cancelled,58392,27.0,680.58
151119,2024-05-24 13:45:00,119,2,Mumbai,Delivered,53756,37.0,666.6
189213,2024-09-26 04:39:00,112,5,Mumbai,Delivered,69221,44.0,1134.35
163049,2024-03-18 10:31:00,128,2,Bangalore,Cancelled,59221,10.0,387.04
197175,2024-06-15 03:16:00,103,1,,Delivered,69734,11.0,55.75
169554,2024-02-27 03:05:00,135,1,Pune,Delivered,64185,40.0,182.49
162907,2024-07-24 19:04:00,112,1,Mumbai,Delivered,52487,35.0,226.87
159889,2024-10-28 21:30:00,108,1,Mumbai,Delivered,51297,8.0,31.3
153707,2024-02-05 19:03:00,129,1,Mumbai,Delivered,64315,36.0,531.37
106826,2024-02-05 14:00:00,136,1,Bangalore,Delivered,53692,11.0,243.21
122597,2024-11-21 14:58:00,135,1,Chennai,Delivered,60269,40.0,182.49
150738,2024-12-21 20:27:00,113,1,Mumbai,Delivered,60419,42.0,59.29
140554,2024-07-26 12:23:00,110,1,Mumbai,Delivered,53308,25.0,60.43
170893,2024-08-13 16:28:00,121,1,Delhi,Delivered,54966,43.0,332.04
128717,2024-05-08 13:45:00,113,1,Bangalore,Delivered,56056,44.0,59.29
170067,2024-03-08 17:51:00,109,1,Chennai,Delivered,67999,38.0,197.67
108641,2024-02-27 05:23:00,135,4,Delhi,Delivered,54521,30.0,729.96
141095,2024-09-14 05:46:00,135,1,Mumbai,Delivered,59505,10.0,182.49
185119,2024-06-25 11:26:00,110,1,Bangalore,Delivered,60185,13.0,60.43
111609,2024-04-29 13:32:00,135,2,Mumbai,Delivered,63161,17.0,364.98
148161,2024-05-03 18:55:00,134,2,Bangalore,Delivered,51474,39.0,781.18
115633,2024-01-24 09:26:00,135,1,Bangalore,Delivered,51119,,182.49
120505,2024-05-02 04:21:00,121,1,Mumbai,Delivered,58934,9.0,332.04
161198,2024-12-06 15:27:00,112,1,Delhi,Delivered,56478,32.0,226.87
141532,2024-04-06 17:33:00,112,1,Hyderabad,Delivered,65645,40.0,226.87
177913,2024-04-11 19:59:00,125,1,Mumbai,Delivered,66018,13.0,385.02
179361,2024-06-11 14:34:00,101,1,Bangalore,Delivered,56604,31.0,103.13
147101,2024-04-03 10:16:00,112,1,Bangalore,Delivered,57301,33.0,226.87
200434,2024-12-22 15:00:00,135,1,Chennai,Delivered,67148,19.0,182.49
175486,2024-06-24 14:30:00,112,1,Bangalore,Cancelled,67186,26.0,226.87
104210,2024-07-18 17:59:00,102,2,Mumbai,Delivered,64006,29.0,46.5
190599,2024-07-14 22:35:00,131,4,Chennai,Delivered,68907,8.0,2052.84
169849,2024-06-11 00:10:00,128,1,Bangalore,Delivered,58333,25.0,193.52
203535,2024-11-08 23:24:00,102,1,Mumbai,Delivered,52592,40.0,23.25
183497,2024-10-07 12:49:00,112,1,Kolkata,Delivered,60795,28.0,226.87
175691,2024-01-13 18:43:00,112,3,Bangalore,Delivered,68041,44.0,680.61
161207,2024-02-27 07:58:00,126,1,Mumbai,Delivered,57330,26.0,167.81
102874,2024-10-28 20:39:00,102,1,Bangalore,Delivered,55492,41.0,23.25
101060,2024-08-22 21:29:00,135,1,Bangalore,Delivered,56170,29.0,182.49
191296,2024-07-12 11:28:00,135,1,Bangalore,Delivered,63770,39.0,182.49
187389,2024-06-19 03:27:00,136,1,Mumbai,Delivered,59529,8.0,243.21
146179,2024-07-18 04:45:00,126,3,Mumbai,Delivered,68387,21.0,503.43
150126,2024-07-08 00:32:00,110,1,Hyderabad,Delivered,60317,36.0,60.43
119615,2024-08-09 16:40:00,112,2,Mumbai,Delivered,64014,21.0,453.74
129023,2024-06-26 23:00:00,135,1,Bangalore,Delivered,61870,42.0,182.49
176148,2024-11-05 01:33:00,129,1,Bangalore,Delivered,62950,13.0,531.37
115948,2024-10-15 22:56:00,119,1,Mumbai,Delivered,58963,18.0,333.3
150972,2024-09-01 08:14:00,134,2,Mumbai,Delivered,52680,17.0,781.18
101808,2024-04-17 00:12:00,112,5,Mumbai,Delivered,50221,37.0,1134.35
119979,2024-10-30 10:51:00,135,1,Pune,Cancelled,52801,21.0,182.49
184852,2024-06-24 08:50:00,118,1,Mumbai,Delivered,54653,16.0,256.24
103540,2024-05-12 05:42:00,112,1,Bangalore,Delivered,68048,42.0,226.87
187130,2024-12-01 20:18:00,118,1,Mumbai,Delivered,57296,10.0,256.24
132413,2024-11-10 10:39:00,104,3,Bangalore,Delivered,51650,9.0,147.06
185983,2024-05-29 22:44:00,134,1,Kolkata,Delivered,69101,42.0,390.59
120901,2024-04-16 12:51:00,128,1,Hyderabad,Delivered,64622,,193.52
115359,2024-01-09 15:13:00,116,1,Mumbai,Delivered,69528,20.0,240.73
200800,2024-11-19 02:04:00,133,1,Delhi,Delivered,64900,11.0,237.68
135725,2024-08-11 21:26:00,136,1,Chennai,Delivered,62152,21.0,243.21
101524,2024-12-21 04:44:00,112,1,Delhi,Delivered,51997,37.0,226.87
188412,2024-10-17 07:36:00,108,1,Bangalore,Delivered,66421,17.0,31.3
117648,2024-04-30 08:31:00,102,5,Hyderabad,Delivered,55155,16.0,116.25
157501,2024-11-24 05:30:00,128,2,Mumbai,Delivered,50167,9.0,387.04
106321,2024-10-27 11:01:00,112,2,Hyderabad,Delivered,57554,20.0,453.74
181825,2024-09-05 15:41:00,102,1,Kolkata,Delivered,60091,36.0,23.25
190342,2024-10-31 15:11:00,104,3,Mumbai,Delivered,56817,36.0,147.06
162095,2024-04-21 18:19:00,135,1,Mumbai,Delivered,62696,20.0,182.49
136136,2024-09-25 00:32:00,119,1,Hyderabad,Delivered,61570,19.0,333.3
187296,2024-12-16 23:36:00,102,1,Bangalore,Delivered,64303,21.0,23.25
113676,2024-01-04 16:34:00,127,1,Bangalore,Delivered,51622,37.0,82.46
132591,2024-07-06 21:08:00,108,4,Chennai,Delivered,55579,36.0,125.2
162041,2024-02-20 14:04:00,121,2,Mumbai,Delivered,55822,36.0,664.08
101173,2024-06-12 17:36:00,134,2,Hyderabad,Delivered,68959,32.0,781.18
163085,2024-03-05 13:49:00,109,4,Mumbai,Delivered,69386,35.0,790.68
132773,2024-10-06 20:03:00,118,2,Mumbai,Delivered,59865,43.0,512.48
149945,2024-08-28 20:59:00,103,1,Delhi,Delivered,51907,22.0,55.75
112078,2024-08-10 21:59:00,134,1,Bangalore,Delivered,67650,41.0,390.59
123945,2024-10-09 23:46:00,103,1,Bangalore,Delivered,59181,41.0,55.75
163711,2024-03-16 19:11:00,126,1,Mumbai,Delivered,54987,18.0,167.81
107802,2024-12-16 05:48:00,135,1,Mumbai,Returned,61191,21.0,182.49
161007,2024-12-22 21:40:00,103,1,Delhi,Delivered,60683,31.0,55.75
161993,2024-05-25 03:33:00,104,1,Mumbai,Delivered,61867,32.0,49.02
191463,2024-12-08 17:04:00,103,3,Pune,Delivered,57616,17.0,167.25
163037,2024-05-15 18:56:00,121,3,Pune,Delivered,67399,,996.1200000000001
194134,2024-12-25 17:01:00,126,3,Mumbai,Delivered,66044,10.0,503.43
112995,2024-08-19 00:05:00,112,1,Ahmedabad,Delivered,55741,31.0,226.87
